jumlah_dosen,univ_name
2391,SEKOLAH TINGGI ILMU KESEHATAN DHARMA HUSADA,4,
2392,SEKOLAH TINGGI ILMU KESEHATAN DHARMA HUSADA,,
2393,SEKOLAH TINGGI ILMU KESEHATAN DHARMA LANDBOUW,,
2394,SEKOLAH TINGGI ILMU KESEHATAN DIAN HUSADA,,
2395,SEKOLAH TINGGI ILMU KESEHATAN DIRGAHAYU SAMARINDA,,
2396,SEKOLAH TINGGI ILMU KESEHATAN DR. SOEBANDI JEMBER,,
2397,SEKOLAH TINGGI ILMU KESEHATAN DUTA GAMA KLATEN,6,
2398,SEKOLAH TINGGI ILMU KESEHATAN DUTA GAMA KLATEN,,
2399,SEKOLAH TINGGI ILMU KESEHATAN EKA HARAP,11,
2400,SEKOLAH TINGGI ILMU KESEHATAN EKA HARAP,,
2401,SEKOLAH TINGGI ILMU KESEHATAN ELISABETH,,
2402,SEKOLAH TINGGI ILMU KESEHATAN ESTU UTOMO,,
2403,SEKOLAH TINGGI ILMU KESEHATAN FAATHIR HUSADA,,
2404,SEKOLAH TINGGI ILMU KESEHATAN FALETEHAN,4,
2405,SEKOLAH TINGGI ILMU KESEHATAN FITRAH ALDAR LUBUK LINGGAU,,
2406,SEKOLAH TINGGI ILMU KESEHATAN FLORA,1,
2407,SEKOLAH TINGGI ILMU KESEHATAN FLORA,,
2408,SEKOLAH TINGGI ILMU KESEHATAN FLORA MEDAN,1,
2409,SEKOLAH TINGGI ILMU KESEHATAN FLORA MEDAN,,
2410,SEKOLAH TINGGI ILMU KESEHATAN FORT DE KOCK,10,
2411,SEKOLAH TINGGI ILMU KESEHATAN FORT DE KOCK,,
2412,SEKOLAH TINGGI ILMU KESEHATAN FORT DE KOCK BUKITTINGGI,,
2413,SEKOLAH TINGGI ILMU KESEHATAN GANESHA HUSADA KEDIRI,7,
2414,SEKOLAH TINGGI ILMU KESEHATAN GANESHA HUSADA KEDIRI,,
2415,SEKOLAH TINGGI ILMU KESEHATAN GARUDA PUTIH,,
2416,SEKOLAH TINGGI ILMU KESEHATAN GARUT,,
2417,SEKOLAH TINGGI ILMU KESEHATAN GEMA INSAN AKADEMIK MAKASSAR,,
2418,SEKOLAH TINGGI ILMU KESEHATAN GETSEMPENA LHOKSUKON,13,
2419,SEKOLAH TINGGI ILMU KESEHATAN GETSEMPENA LHOKSUKON,,
2420,SEKOLAH TINGGI ILMU KESEHATAN GRAHA EDUKASI,,
2421,SEKOLAH TINGGI ILMU KESEHATAN GRAHA EDUKASI MAKASSAR,,
2422,SEKOLAH TINGGI ILMU KESEHATAN GRAHA MANDIRI CILACAP,,
2423,SEKOLAH TINGGI ILMU KESEHATAN GRAHA MEDIKA,,
2424,SEKOLAH TINGGI ILMU KESEHATAN GRIYA HUSADA SUMBAWA,,
2425,SEKOLAH TINGGI ILMU KESEHATAN GUNA BANGSA YOGYAKARTA,5,
2426,SEKOLAH TINGGI ILMU KESEHATAN GUNA BANGSA YOGYAKARTA,,
2427,SEKOLAH TINGGI ILMU KESEHATAN GUNUNG SARI,,
2428,SEKOLAH TINGGI ILMU KESEHATAN HAFSHAWATY PESANTREN ZAINUL HASAN,7,
2429,SEKOLAH TINGGI ILMU KESEHATAN HAFSHAWATY PESANTREN ZAINUL HASAN,,
2430,SEKOLAH TINGGI ILMU KESEHATAN HAKLI,6,
2431,SEKOLAH TINGGI ILMU KESEHATAN HAKLI,,
2432,SEKOLAH TINGGI ILMU KESEHATAN HALMAHERA,12,
2433,SEKOLAH TINGGI ILMU KESEHATAN HALMAHERA,,
2434,SEKOLAH TINGGI ILMU KESEHATAN HAMZAR MEMBEN LOMBOK TIMUR,8,
2435,SEKOLAH TINGGI ILMU KESEHATAN HAMZAR MEMBEN LOMBOK TIMUR,,
2436,SEKOLAH TINGGI ILMU KESEHATAN HANG TUAH PEKANBARU,10,
2437,SEKOLAH TINGGI ILMU KESEHATAN HANG TUAH PEKANBARU,,
2438,SEKOLAH TINGGI ILMU KESEHATAN HANG TUAH SURABAYA,,
2439,SEKOLAH TINGGI ILMU KESEHATAN HANG TUAH TANJUNG PINANG,10,
2440,SEKOLAH TINGGI ILMU KESEHATAN HARAPAN BANGSA,,
2441,SEKOLAH TINGGI ILMU KESEHATAN HARAPAN BANGSA,,
2442,SEKOLAH TINGGI ILMU KESEHATAN HARAPAN BANGSA,,
2443,SEKOLAH TINGGI ILMU KESEHATAN HARAPAN IBU JAMBI,10,
2444,SEKOLAH TINGGI ILMU KESEHATAN HARAPAN IBU JAMBI,,
2445,SEKOLAH TINGGI ILMU KESEHATAN HOLISTIK,,
2446,SEKOLAH TINGGI ILMU KESEHATAN HUSADA BORNEO,,
2447,SEKOLAH TINGGI ILMU KESEHATAN HUSADA JOMBANG,,
2448,SEKOLAH TINGGI ILMU KESEHATAN HUSADA MANDIRI POSO,,
2449,SEKOLAH TINGGI ILMU KESEHATAN HUTAMA ABDI HUSADA TULUNGAGUNG,7,
2450,SEKOLAH TINGGI ILMU KESEHATAN HUTAMA ABDI HUSADA TULUNGAGUNG,,
2451,SEKOLAH TINGGI ILMU KESEHATAN IBNU SINA AJIBARANG,,
2452,SEKOLAH TINGGI ILMU KESEHATAN IBNU SINA BATAM,10,
2453,SEKOLAH TINGGI ILMU KESEHATAN ICHSAN MEDICAL CENTRE BINTARO,,
2454,SEKOLAH TINGGI ILMU KESEHATAN IKIFA,3,
2455,SEKOLAH TINGGI ILMU KESEHATAN IMMANUEL,,
2456,SEKOLAH TINGGI ILMU KESEHATAN IMMANUEL BANDUNG,,
2457,SEKOLAH TINGGI ILMU KESEHATAN INDAH MEDAN,1,
2458,SEKOLAH TINGGI ILMU KESEHATAN INDAH MEDAN,,
2459,SEKOLAH TINGGI ILMU KESEHATAN INDONESIA JAYA,16,
2460,SEKOLAH TINGGI ILMU KESEHATAN INDONESIA JAYA,,
2461,SEKOLAH TINGGI ILMU KESEHATAN INDONESIA MAJU,3,
2462,Sekolah Tinggi Ilmu Kesehatan Indonesia Maju,3,
2463,SEKOLAH TINGGI ILMU KESEHATAN INDONESIA MAJU,,
2464,SEKOLAH TINGGI ILMU KESEHATAN INDONESIA PADANG,10,
2465,Sekolah Tinggi Ilmu Kesehatan Indonesia Padang,10,
2466,SEKOLAH TINGGI ILMU KESEHATAN INDONESIA PADANG,,
2467,SEKOLAH TINGGI ILMU KESEHATAN INDRAMAYU,,
2468,SEKOLAH TINGGI ILMU KESEHATAN INSAN CENDEKIA HUSADA BOJONEGORO,,
2469,SEKOLAH TINGGI ILMU KESEHATAN INSAN CENDEKIA MEDIKA,,
2470,SEKOLAH TINGGI ILMU KESEHATAN INSAN UNGGUL,7,
2471,SEKOLAH TINGGI ILMU KESEHATAN INSAN UNGGUL SURABAYA,7,
2472,SEKOLAH TINGGI ILMU KESEHATAN INTAN MARTAPURA,,
2473,SEKOLAH TINGGI ILMU KESEHATAN ISFI BANJARMASIN,,
2474,SEKOLAH TINGGI ILMU KESEHATAN IST BUTON,,
2475,SEKOLAH TINGGI ILMU KESEHATAN ISTARA NUSANTARA,3,
2476,SEKOLAH TINGGI ILMU KESEHATAN ISTARA NUSANTARA,,
2477,SEKOLAH TINGGI ILMU KESEHATAN ISTARA NUSANTARA,,
2478,SEKOLAH TINGGI ILMU KESEHATAN JAYAKARTA,,
2479,SEKOLAH TINGGI ILMU KESEHATAN JAYAPURA,,
2480,SEKOLAH TINGGI ILMU KESEHATAN JENDERAL ACHMAD YANI,4,
2481,SEKOLAH TINGGI ILMU KESEHATAN JENDERAL ACHMAD YANI,,
2482,SEKOLAH TINGGI ILMU KESEHATAN JENDERAL AHMAD YANI,,
2483,SEKOLAH TINGGI ILMU KESEHATAN KAPUAS RAYA,11,
2484,SEKOLAH TINGGI ILMU KESEHATAN KAPUAS RAYA SINTANG,,
2485,SEKOLAH TINGGI ILMU KESEHATAN KARIMUN,10,
2486,SEKOLAH TINGGI ILMU KESEHATAN KARIMUN,,
2487,SEKOLAH TINGGI ILMU KESEHATAN KARSA HUSADA,,
2488,SEKOLAH TINGGI ILMU KESEHATAN KARSA HUSADA GARUT,,
2489,SEKOLAH TINGGI ILMU KESEHATAN KARYA HUSADA KEDIRI,7,
2490,SEKOLAH TINGGI ILMU KESEHATAN KARYA HUSADA KEDIRI,,
2491,SEKOLAH TINGGI ILMU KESEHATAN KARYA HUSADA SEMARANG,,
2492,SEKOLAH TINGGI ILMU KESEHATAN KARYA KESEHATAN,,
2493,SEKOLAH TINGGI ILMU KESEHATAN KARYA PUTRA BANGSA,,
2494,SEKOLAH TINGGI ILMU KESEHATAN KATOLIK ST. VINCENTIUS A PAULO,7,
2495,SEKOLAH TINGGI ILMU KESEHATAN KATOLIK ST. VINCENTIUS A PAULO,,
2496,SEKOLAH TINGGI ILMU KESEHATAN KELUARGA BUNDA JAMBI,10,
2497,SEKOLAH TINGGI ILMU KESEHATAN KENDAL,6,
2498,SEKOLAH TINGGI ILMU KESEHATAN KENDAL,,
2499,SEKOLAH TINGGI ILMU KESEHATAN KENDEDES,7,
2500,SEKOLAH TINGGI ILMU KESEHATAN KENDEDES,,
2501,SEKOLAH TINGGI ILMU KESEHATAN KEPANJEN,7,
2502,SEKOLAH TINGGI ILMU KESEHATAN KEPANJEN,,
2503,SEKOLAH TINGGI ILMU KESEHATAN KESDAM IV / DIPONEGORO,6,
2504,SEKOLAH TINGGI ILMU KESEHATAN KESDAM IX/UDAYANA,8,
2505,SEKOLAH TINGGI ILMU KESEHATAN KESEHATAN BARU,,
2506,SEKOLAH TINGGI ILMU KESEHATAN KESETIAKAWANAN SOSIAL INDONESIA,3,
2507,SEKOLAH TINGGI ILMU KESEHATAN KESETIAKAWANAN SOSIAL INDONESIA,,
2508,SEKOLAH TINGGI ILMU KESEHATAN KHARISMA KARAWANG,4,
2509,SEKOLAH TINGGI ILMU KESEHATAN KHARISMA KARAWANG,,
2510,SEKOLAH TINGGI ILMU KESEHATAN KHARISMA PERSADA,,
2511,SEKOLAH TINGGI ILMU KESEHATAN KHARISMA PERSADA,,
2512,SEKOLAH TINGGI ILMU KESEHATAN KUNINGAN,,
2513,SEKOLAH TINGGI ILMU KESEHATAN KUNINGAN GARAWANGI,,
2514,SEKOLAH TINGGI ILMU KESEHATAN LAKIPADADA,,
2515,SEKOLAH TINGGI ILMU KESEHATAN LANGSA,,
2516,SEKOLAH TINGGI ILMU KESEHATAN MADANI YOGYAKARTA,5,
2517,SEKOLAH TINGGI ILMU KESEHATAN MADANI YOGYAKARTA,,
2518,SEKOLAH TINGGI ILMU KESEHATAN MAHARANI,,
2519,SEKOLAH TINGGI ILMU KESEHATAN MAHARDIKA CIREBON,4,
2520,SEKOLAH TINGGI ILMU KESEHATAN MAHARDIKA CIREBON,,
2521,SEKOLAH TINGGI ILMU KESEHATAN MAJAPAHIT,,
2522,SEKOLAH TINGGI ILMU KESEHATAN MAKASSAR,,
2523,SEKOLAH TINGGI ILMU KESEHATAN MALUKU HUSADA,12,
2524,SEKOLAH TINGGI ILMU KESEHATAN MALUKU HUSADA,,
2525,SEKOLAH TINGGI ILMU KESEHATAN MANDALA WALUYA KENDARI,,
2526,SEKOLAH TINGGI ILMU KESEHATAN MARANATHA KUPANG,,
2527,SEKOLAH TINGGI ILMU KESEHATAN MARENDENG MAJENE,9,
2528,SEKOLAH TINGGI ILMU KESEHATAN MARENDENG MAJENE,,
2529,SEKOLAH TINGGI ILMU KESEHATAN MASYARAKAT ABDI NUSA,,
2530,SEKOLAH TINGGI ILMU KESEHATAN MASYARAKAT NUSANTARA,2,
2531,SEKOLAH TINGGI ILMU KESEHATAN MATARAM,,
2532,SEKOLAH TINGGI ILMU KESEHATAN MEDIKA,,
2533,SEKOLAH TINGGI ILMU KESEHATAN MEDIKA NURUL ISLAM,13,
2534,SEKOLAH TINGGI ILMU KESEHATAN MEDIKA NURUL ISLAM,,
2535,SEKOLAH TINGGI ILMU KESEHATAN MEDIKA SERAMOE BARAT,,
2536,SEKOLAH TINGGI ILMU KESEHATAN MEDIKA TEUKU UMAR,,
2537,SEKOLAH TINGGI ILMU KESEHATAN MEDISTRA,1,
2538,SEKOLAH TINGGI ILMU KESEHATAN MEDISTRA INDONESIA,3,
2539,SEKOLAH TINGGI ILMU KESEHATAN MEDISTRA INDONESIA,,
2540,SEKOLAH TINGGI ILMU KESEHATAN MEGA BUANA PALOPO,9,
2541,SEKOLAH TINGGI ILMU KESEHATAN MEGA BUANA PALOPO,,
2542,SEKOLAH TINGGI ILMU KESEHATAN MEGA REZKY,9,
2543,SEKOLAH TINGGI ILMU KESEHATAN MEGA REZKY MAKASSAR,,
2544,SEKOLAH TINGGI ILMU KESEHATAN MERANGIN,,
2545,SEKOLAH TINGGI ILMU KESEHATAN MERCUBAKTIJAYA PADANG,,
2546,SEKOLAH TINGGI ILMU KESEHATAN MITRA ADIGUNA,2,
2547,SEKOLAH TINGGI ILMU KESEHATAN MITRA ADIGUNA,,
2548,SEKOLAH TINGGI ILMU KESEHATAN MITRA BUNDA PERSADA,10,
2549,SEKOLAH TINGGI ILMU KESEHATAN MITRA BUNDA PERSADA,,
2550,SEKOLAH TINGGI ILMU KESEHATAN MITRA BUNDA PERSADA BATAM,10,
2551,SEKOLAH TINGGI ILMU KESEHATAN MITRA BUNDA PERSADA BATAM,,
2552,SEKOLAH TINGGI ILMU KESEHATAN MITRA HUSADA KARANGANYAR,,
2553,SEKOLAH TINGGI ILMU KESEHATAN MITRA HUSADA MEDAN,,
2554,SEKOLAH TINGGI ILMU KESEHATAN MITRA KELUARGA,,
2555,SEKOLAH TINGGI ILMU KESEHATAN MITRA KELUARGA JAKARTA,3,
2556,SEKOLAH TINGGI ILMU KESEHATAN MITRA KENCANA TASIKMALAYA,4,
2557,SEKOLAH TINGGI ILMU KESEHATAN MITRA KENCANA TASIKMALAYA,,
2558,SEKOLAH TINGGI ILMU KESEHATAN MITRA LAMPUNG,,
2559,SEKOLAH TINGGI ILMU KESEHATAN MITRA RIA HUSADA,,
2560,SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH ACEH,13,
2561,Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Aceh,13,
2562,SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH BOJONEGORO,,
2563,SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH CIAMIS,4,
2564,SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH CIAMIS,,
2565,SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH CIREBON,,
2566,SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH GOMBONG,,
2567,SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH KENDAL,,
2568,SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH KLATEN,6,
2569,SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH KLATEN,,
2570,SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH KUDUS,6,
2571,SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH LAMONGAN,,
2572,SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH LHOKSEUMAWE,13,
2573,SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH LHOKSEUMAWE,,
2574,SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH MANADO,,
2575,SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH PALEMBANG,,
2576,SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH PALEMBANG,,
2577,SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH PEKAJANGAN,,
2578,SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH PRINGSEWU,2,
2579,SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH SAMARINDA,11,
2580,SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH SIDRAP,9,
2581,SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH SIDRAP,,
2582,SEKOLAH TINGGI ILMU KESEHATAN MURNI TEGUH,,
2583,SEKOLAH TINGGI ILMU KESEHATAN MUTIARA MAHAKAM SAMARINDA,11,
2584,SEKOLAH TINGGI ILMU KESEHATAN NAHDLATUL ULAMA TUBAN,7,
2585,SEKOLAH TINGGI ILMU KESEHATAN NAN TONGGA,10,
2586,SEKOLAH TINGGI ILMU KESEHATAN NANI HASANUDDIN MAKASSAR,,
2587,SEKOLAH TINGGI ILMU KESEHATAN NASIONAL,,
2588,SEKOLAH TINGGI ILMU KESEHATAN NAULI HUSADA,,
2589,SEKOLAH TINGGI ILMU KESEHATAN NAULI HUSADA SIBOLGA,,
2590,SEKOLAH TINGGI ILMU KESEHATAN NAZHATUT THULLAB SAMPANG,7,
2591,SEKOLAH TINGGI ILMU KESEHATAN NGESTI WALUYO,,
2592,SEKOLAH TINGGI ILMU KESEHATAN NGUDIA HUSADA MADURA,,
2593,SEKOLAH TINGGI ILMU KESEHATAN NOTOKUSUMO YOGYAKARTA,5,
2594,SEKOLAH TINGGI ILMU KESEHATAN NURLIANA MEDAN,,
2595,SEKOLAH TINGGI ILMU KESEHATAN NURUL HASANAH KUTACANE,13,
2596,SEKOLAH TINGGI ILMU KESEHATAN NURUL HASANAH KUTACANE,,
2597,SEKOLAH TINGGI ILMU KESEHATAN NURUL JADID,7,
2598,SEKOLAH TINGGI ILMU KESEHATAN NURUL JADID,,
2599,SEKOLAH TINGGI ILMU KESEHATAN NUSANTARA,15,
2600,SEKOLAH TINGGI ILMU KESEHATAN NUSANTARA,,
2601,SEKOLAH TINGGI ILMU KESEHATAN NUSANTARA JAYA,,
2602,SEKOLAH TINGGI ILMU KESEHATAN PAGUWARMAS MAOS CILACAP,,
2603,SEKOLAH TINGGI ILMU KESEHATAN PAMENANG,,
2604,SEKOLAH TINGGI ILMU KESEHATAN PANAKKUKANG,9,
2605,SEKOLAH TINGGI ILMU KESEHATAN PANAKKUKANG,,
2606,SEKOLAH TINGGI ILMU KESEHATAN PANCA ATMA JAYA,,
2607,SEKOLAH TINGGI ILMU KESEHATAN PANCA BHAKTI,,
2608,SEKOLAH TINGGI ILMU KESEHATAN PANRITA HUSADA BULUKUMBA,9,
2609,SEKOLAH TINGGI ILMU KESEHATAN PANRITA HUSADA BULUKUMBA,,
2610,SEKOLAH TINGGI ILMU KESEHATAN PANTI KOSALA,,
2611,SEKOLAH TINGGI ILMU KESEHATAN PANTI RAPIH,,
2612,SEKOLAH TINGGI ILMU KESEHATAN PANTI RAPIH YOGYAKARTA,,
2613,SEKOLAH TINGGI ILMU KESEHATAN PANTI WALUYA MALANG,,
2614,SEKOLAH TINGGI ILMU KESEHATAN PANTI WILASA,6,
2615,SEKOLAH TINGGI ILMU KESEHATAN PAPUA,14,
2616,SEKOLAH TINGGI ILMU KESEHATAN PAPUA,,
2617,SEKOLAH TINGGI ILMU KESEHATAN PASAPUA AMBON,,
2618,SEKOLAH TINGGI ILMU KESEHATAN PATRIA HUSADA,7,
2619,SEKOLAH TINGGI ILMU KESEHATAN PATRIA HUSADA,,
2620,SEKOLAH TINGGI ILMU KESEHATAN PAYUNG NEGERI,10,
2621,SEKOLAH TINGGI ILMU KESEHATAN PAYUNG NEGERI,,
2622,SEKOLAH TINGGI ILMU KESEHATAN PAYUNG NEGERI ACEH DARUSSALAM,,
2623,SEKOLAH TINGGI ILMU KESEHATAN PEKANBARU MEDICAL CENTER,10,
2624,SEKOLAH TINGGI ILMU KESEHATAN PEKANBARU MEDICAL CENTER,,
2625,SEKOLAH TINGGI ILMU KESEHATAN PELAMONIA KESDAM VII/WIRABUANA,,
2626,SEKOLAH TINGGI ILMU KESEHATAN PEMBINA PALEMBANG,,
2627,SEKOLAH TINGGI ILMU KESEHATAN PEMKAB JOMBANG,,
2628,SEKOLAH TINGGI ILMU KESEHATAN PERINTIS PADANG,,
2629,SEKOLAH TINGGI ILMU KESEHATAN PERSADA HUSADA INDONESIA,3,
2630,SEKOLAH TINGGI ILMU KESEHATAN PERSADA HUSADA INDONESIA,,
2631,SEKOLAH TINGGI ILMU KESEHATAN PERTAMEDIKA,,
2632,SEKOLAH TINGGI ILMU KESEHATAN PIALA SAKTI PARIAMAN,10,
2633,SEKOLAH TINGGI ILMU KESEHATAN PIALA SAKTI PARIAMAN,,
2634,SEKOLAH TINGGI ILMU KESEHATAN PKU MUHAMMADIYAH SURAKARTA,,
2635,SEKOLAH TINGGI ILMU KESEHATAN PRIMA NUSANTARA,10,
2636,SEKOLAH TINGGI ILMU KESEHATAN PRIMA NUSANTARA,,
2637,SEKOLAH TINGGI ILMU KESEHATAN PUANGRIMANGGALATUNG,,
2638,SEKOLAH TINGGI ILMU KESEHATAN PURNA BHAKTI HUSADA BATUSANGKAR,,
2639,SEKOLAH TINGGI ILMU KESEHATAN PUTRA ABADI LANGKAT,1,
2640,SEKOLAH TINGGI ILMU KESEHATAN QAMARUL HUDA,8,
2641,SEKOLAH TINGGI ILMU KESEHATAN RAFLESIA,,
2642,SEKOLAH TINGGI ILMU KESEHATAN RAJAWALI,,
2643,SEKOLAH TINGGI ILMU KESEHATAN RAJEKWESI BOJONEGORO,,
2644,SEKOLAH TINGGI ILMU KESEHATAN RANAH MINANG,10,
2645,SEKOLAH TINGGI ILMU KESEHATAN RANAH MINANG,,
2646,SEKOLAH TINGGI ILMU KESEHATAN RESPATI TASIKMALAYA,4,
2647,SEKOLAH TINGGI ILMU KESEHATAN RESPATI TASIKMALAYA,,
2648,SEKOLAH TINGGI ILMU KESEHATAN RS HAJI MEDAN,1,
2649,SEKOLAH TINGGI ILMU KESEHATAN RS HAJI MEDAN,,
2650,SEKOLAH TINGGI ILMU KESEHATAN RS HUSADA,3,
2651,SEKOLAH TINGGI ILMU KESEHATAN RSPAD GATOT SOEBROTO,,
2652,SEKOLAH TINGGI ILMU KESEHATAN RUMAH SAKIT ANWAR MEDIKA,,
2653,SEKOLAH TINGGI ILMU KESEHATAN SAKINAH HUSADA TANJUNG BALAI,,
2654,SEKOLAH TINGGI ILMU KESEHATAN SALEWANGAN MAROS,9,
2655,SEKOLAH TINGGI ILMU KESEHATAN SALEWANGAN MAROS,,
2656,SEKOLAH TINGGI ILMU KESEHATAN SALSABILA SERANG,,
2657,SEKOLAH TINGGI ILMU KESEHATAN SAMARINDA,,
2658,SEKOLAH TINGGI ILMU KESEHATAN SANTA ELISABETH MEDAN,1,
2659,SEKOLAH TINGGI ILMU KESEHATAN SANTA ELISABETH MEDAN,,
2660,SEKOLAH TINGGI ILMU KESEHATAN SANTO BORROMEUS,4,
2661,SEKOLAH TINGGI ILMU KESEHATAN SANTU PAULUS RUTENG,,
2662,SEKOLAH TINGGI ILMU KESEHATAN SAPTA BAKTI,2,
2663,SEKOLAH TINGGI ILMU KESEHATAN SARI MULIA,11,
2664,SEKOLAH TINGGI ILMU KESEHATAN SARI MULIA,,
2665,SEKOLAH TINGGI ILMU KESEHATAN SATRIA BHAKTI NGANJUK,7,
2666,SEKOLAH TINGGI ILMU KESEHATAN SATRIA BHAKTI NGANJUK,,
2667,SEKOLAH TINGGI ILMU KESEHATAN SEBELAS APRIL SUMEDANG,4,
2668,SEKOLAH TINGGI ILMU KESEHATAN SEBELAS APRIL SUMEDANG,,
2669,SEKOLAH TINGGI ILMU KESEHATAN SEHAT MEDAN,1,
2670,SEKOLAH TINGGI ILMU KESEHATAN SENIOR MEDAN,1,
2671,SEKOLAH TINGGI ILMU KESEHATAN SENIOR MEDAN,,
2672,SEKOLAH TINGGI ILMU KESEHATAN SERULINGMAS,,
2673,SEKOLAH TINGGI ILMU KESEHATAN SINT CAROLUS,3,
2674,SEKOLAH TINGGI ILMU KESEHATAN SISMADI,,
2675,SEKOLAH TINGGI ILMU KESEHATAN SITI HAJAR,1,
2676,SEKOLAH TINGGI ILMU KESEHATAN SITI HAJAR,,
2677,SEKOLAH TINGGI ILMU KESEHATAN SITI KHADIJAH,,
2678,SEKOLAH TINGGI ILMU KESEHATAN ST. FATIMAH,,
2679,SEKOLAH TINGGI ILMU KESEHATAN STELLA MARIS,,
2680,SEKOLAH TINGGI ILMU KESEHATAN SUAKA INSAN,,
2681,SEKOLAH TINGGI ILMU KESEHATAN SUKABUMI,,
2682,SEKOLAH TINGGI ILMU KESEHATAN SUMATERA UTARA,,
2683,SEKOLAH TINGGI ILMU KESEHATAN SURABAYA,7,
2684,SEKOLAH TINGGI ILMU KESEHATAN SURYA GLOBAL,,
2685,SEKOLAH TINGGI ILMU KESEHATAN SURYA MITRA HUSADA KEDIRI,,
2686,SEKOLAH TINGGI ILMU KESEHATAN SYEDZA SAINTIKA,,
2687,SEKOLAH TINGGI ILMU KESEHATAN SYEDZA SAINTIKA PADANG,,
2688,SEKOLAH TINGGI ILMU KESEHATAN SYUHADA PADANGSIDIMPUAN,,
2689,SEKOLAH TINGGI ILMU KESEHATAN TAMALATEA MAKASSAR,,
2690,SEKOLAH TINGGI ILMU KESEHATAN TANA TORAJA,9,
2691,SEKOLAH TINGGI ILMU KESEHATAN TANA TORAJA,,
2692,SEKOLAH TINGGI ILMU KESEHATAN TANAWALI PERSADA,,
2693,SEKOLAH TINGGI ILMU KESEHATAN TARUMANAGARA,,
2694,SEKOLAH TINGGI ILMU KESEHATAN TELOGOREJO SEMARANG,6,
2695,SEKOLAH TINGGI ILMU KESEHATAN TELOGOREJO SEMARANG,,
2696,SEKOLAH TINGGI ILMU KESEHATAN TENGKU MAHARATU,10,
2697,SEKOLAH TINGGI ILMU KESEHATAN TENGKU MAHARATU,,
2698,SEKOLAH TINGGI ILMU KESEHATAN TRI MANDIRI SAKTI BENGKULU,2,
2699,SEKOLAH TINGGI ILMU KESEHATAN TRI MANDIRI SAKTI BENGKULU,,
2700,SEKOLAH TINGGI ILMU KESEHATAN TUJUH BELAS,,
2701,SEKOLAH TINGGI ILMU KESEHATAN WIDYA CIPTA HUSADA,,
2702,SEKOLAH TINGGI ILMU KESEHATAN WIDYA DHARMA HUSADA TANGERANG,4,
2703,SEKOLAH TINGGI ILMU KESEHATAN WIDYA DHARMA HUSADA TANGERANG,,
2704,SEKOLAH TINGGI ILMU KESEHATAN WIDYA DHARMA HUSADA TANGERANG,,
2705,SEKOLAH TINGGI ILMU KESEHATAN WIDYA HUSADA,6,
2706,SEKOLAH TINGGI ILMU KESEHATAN WIDYA HUSADA,,
2707,Sekolah Tinggi Ilmu Kesehatan Widya Husada,6,
2708,SEKOLAH TINGGI ILMU KESEHATAN WIDYA HUSADA MEDAN,,
2709,SEKOLAH TINGGI ILMU KESEHATAN WIDYA NUSANTARA,,
2710,SEKOLAH TINGGI ILMU KESEHATAN WIDYA NUSANTARA PALU,,
2711,SEKOLAH TINGGI ILMU KESEHATAN WIDYAGAMA HUSADA,,
2712,SEKOLAH TINGGI ILMU KESEHATAN WIDYAGAMA HUSADA MALANG,,
2713,SEKOLAH TINGGI ILMU KESEHATAN WIJAYA HUSADA BOGOR,,
2714,SEKOLAH TINGGI ILMU KESEHATAN WILLIAM BOOTH,7,
2715,SEKOLAH TINGGI ILMU KESEHATAN WILLIAM BOOTH,,
2716,SEKOLAH TINGGI ILMU KESEHATAN WIRA HUSADA,5,
2717,SEKOLAH TINGGI ILMU KESEHATAN WIRA HUSADA,,
2718,SEKOLAH TINGGI ILMU KESEHATAN WIRA MEDIKA BALI,,
2719,SEKOLAH TINGGI ILMU KESEHATAN WIYATA HUSADA SAMARINDA,11,
2720,SEKOLAH TINGGI ILMU KESEHATAN YAHYA BIMA,8,
2721,SEKOLAH TINGGI ILMU KESEHATAN YAHYA BIMA,,
2722,Sekolah Tinggi Ilmu Kesehatan Yapika Makassar,9,
